,ZCTA5CE10,INTPTLAT10,INTPTLON10
27568,32340,+30.4687478,-083.4392380
27569,32343,+30.4783314,-084.5046888
27570,32344,+30.1704659,-084.0663388
27571,32346,+29.9908374,-084.3845926
27572,32347,+30.1741957,-083.6115283
27573,32348,+29.9774038,-083.5961565
27574,32350,+30.5749717,-083.3257940
27575,32351,+30.5201247,-084.6750807
27576,32352,+30.6622609,-084.5916273
27577,32355,+30.1721955,-084.2085521
27578,32356,+29.8592348,-083.4150030
27579,32358,+30.1056662,-084.5580025
27580,32359,+29.6800699,-083.3866487
27581,32361,+30.3577122,-083.9885834
27582,32399,+30.4370404,-084.2825463
27583,32401,+30.1597372,-085.6609223
27584,73064,+35.3687639,-097.7465558
27585,73065,+35.2552157,-097.6101555
27586,73066,+35.5002145,-097.3274780
27587,71801,+33.6458600,-093.5988703
27588,71820,+33.7994116,-094.2725769
27589,73067,+34.9110765,-097.9071030
27590,73068,+35.1386299,-097.2916076
27591,71822,+33.6631183,-094.1563996
27592,71823,+33.8291130,-094.1233193
27593,71825,+33.8778655,-093.5564406
27594,73069,+35.2525207,-097.4643976
27595,71826,+33.0925397,-093.7232193
27596,71827,+33.4251892,-093.3965170
27597,73071,+35.2383163,-097.4119483
27598,71832,+34.0369192,-094.3511360
27599,71833,+34.1419278,-094.0412497
27600,71834,+33.1148433,-093.9578446
27601,73072,+35.2115646,-097.5010176
27602,71835,+33.6440138,-093.4291817
27603,73073,+36.1517606,-097.4156103
27604,71836,+33.7149944,-094.3976500
27605,73074,+34.8333875,-097.2741012
27606,71837,+33.2548976,-093.8453080
27607,71838,+33.6524973,-093.8122939
27608,71839,+33.3348659,-093.7290396
27609,71841,+34.1619965,-094.3395146
27610,73075,+34.7488082,-097.2322854
27611,71842,+33.9028823,-094.2852690
27612,71845,+33.3155888,-093.6439575
27613,71846,+33.9437524,-094.1277696
27614,71847,+33.9262688,-093.6367856
27615,71851,+33.8566592,-093.9425221
27616,73077,+36.3061339,-097.2663830
27617,73078,+35.6748504,-097.7535102
27618,07926,+40.8012619,-074.5701219
27619,21221,+39.2892049,-076.4347699
27620,07927,+40.8218625,-074.4542896
27621,07928,+40.7259865,-074.4126120
27622,07930,+40.7813093,-074.6835898
27623,07931,+40.6904648,-074.6622455
27624,07932,+40.7772423,-074.3929427
27625,07933,+40.7039162,-074.4595296
27626,07934,+40.7224336,-074.6749016
27627,07935,+40.7360041,-074.4458867
27628,07936,+40.8185531,-074.3637423
27629,07939,+40.6673824,-074.5539079
27630,07940,+40.7601752,-074.4191809
27631,21222,+39.2648400,-076.4925655
27632,07945,+40.7819484,-074.5995007
27633,07946,+40.6777089,-074.5085377
27634,07950,+40.8460261,-074.4823138
27635,21223,+39.2829512,-076.6538772
27636,07960,+40.7842006,-074.5000245
27637,07961,+40.7806198,-074.4327411
27638,07970,+40.8080844,-074.5729290
27639,07974,+40.6969186,-074.4038525
27640,07976,+40.7280596,-074.4793438
27641,93606,+36.8031973,-120.0185640
27642,93608,+36.4924781,-120.3555257
27643,93609,+36.5265966,-119.8641031
27644,93610,+37.0983035,-120.2812124
27645,93611,+36.8244523,-119.6800306
27646,93612,+36.8148491,-119.7119089
27647,93614,+37.2098213,-119.7498023
27648,93615,+36.5033225,-119.2863279
27649,93616,+36.6553534,-119.5938614
27650,93618,+36.5210063,-119.3894439
27651,93619,+36.9175730,-119.5934810
27652,93620,+37.0199984,-120.6253658
27653,93621,+36.7892726,-119.1403448
27654,93622,+36.8145027,-120.5752398
27655,93623,+37.4948773,-119.6442796
27656,93624,+36.3784342,-120.1165906
27657,93625,+36.6245387,-119.6718737
27658,93626,+37.0432863,-119.6913063
27659,93627,+36.5635910,-120.0936830
27660,93628,+36.7722087,-118.9357287
27661,93630,+36.7272498,-120.1234256
27662,93631,+36.4782386,-119.5213698
27663,93633,+36.8221630,-118.6493279
27664,93634,+37.2236095,-119.0009358
27665,93635,+37.0680184,-120.8435061
27666,93636,+36.9848853,-119.8739136
27667,93637,+36.9180792,-120.1859331
27668,93638,+37.0434340,-120.0336928
27669,93640,+36.6726833,-120.4465213
27670,93641,+36.6971802,-119.0229948
27671,93643,+37.2246900,-119.4707295
27672,93644,+37.3777869,-119.6323852
27673,93645,+37.1823590,-119.6414497
27674,93646,+36.6447378,-119.2891809
27675,93647,+36.6007599,-119.1754848
27676,93648,+36.6206344,-119.5207313
27677,14627,+43.1286611,-077.6291471
27678,14701,+42.0801598,-079.2567099
27679,14706,+42.1132457,-078.5331461
27680,14707,+42.0773398,-078.0605202
27681,14708,+42.0192186,-078.0636169
27682,14709,+42.3564938,-077.9820644
27683,14710,+42.0877698,-079.4198473
27684,14711,+42.3267321,-078.1194187
27685,14712,+42.1837446,-079.3619232
27686,14714,+42.2967283,-078.2336328
27687,14715,+42.0765303,-078.1447498
27688,14716,+42.3906371,-079.4450436
27689,14717,+42.3618267,-078.1795339
27690,14718,+42.3458141,-079.2876167
27691,14719,+42.3419578,-078.8759528
27692,14720,+42.1085932,-079.2811891
27693,14721,+42.0139053,-078.2664423
27694,14722,+42.2094994,-079.4683541
27695,14723,+42.3176975,-079.1572238
27696,14724,+42.0463283,-079.6698300
27697,14726,+42.2535853,-079.0202788
27698,14727,+42.2068816,-078.2972938
27699,14728,+42.2633329,-079.4231764
27700,14729,+42.4083774,-078.7435838
27701,14731,+42.3073513,-078.6555028
27702,55616,+47.1706114,-091.6422858
27703,55702,+46.9573642,-092.6375692
27704,55703,+47.7308994,-092.7500649
27705,55704,+46.2190854,-092.7516671
27706,55705,+47.4518018,-092.2073571
27707,55706,+47.7214178,-091.9615400
27708,55707,+46.5557439,-092.6295042
27709,55708,+47.5713173,-092.3474284
27710,55709,+47.4287504,-093.3730551
27711,55710,+47.6296925,-092.7085107
27712,55711,+46.8188954,-092.6908365
27713,55712,+46.2816999,-092.5206243
27714,55713,+47.5005580,-092.7458425
27715,55716,+47.3219553,-093.2641722
27716,55717,+47.0687014,-092.3872158
27717,55718,+46.6209307,-092.4864029
27718,55719,+47.5410390,-092.8621902
27719,55720,+46.7509917,-092.5333742
27720,55721,+47.2212698,-093.6831665
27721,55722,+47.2788985,-093.4418926
27722,55723,+47.8391953,-092.9160674
27723,55724,+47.1663941,-092.3551219
27724,55725,+48.1661843,-092.4628534
27725,08520,+40.2581258,-074.5393095
27726,08525,+40.3977164,-074.7795196
27727,08527,+40.1086646,-074.3586022
27728,08528,+40.3871082,-074.6189152
27729,08530,+40.3700197,-074.9101615
27730,08533,+40.0710312,-074.5001409
27731,08534,+40.3294221,-074.7927886
27732,08535,+40.2444468,-074.4316038
27733,08536,+40.3322668,-074.5810260
27734,08540,+40.3630103,-074.6553213
27735,08542,+40.3529526,-074.6603406
27736,08550,+40.2801548,-074.6146408
27737,08551,+40.4471107,-074.8372850
27738,08553,+40.4003475,-074.6389222
27739,39815,+30.7388504,-084.4906976
27740,27527,+35.6539485,-078.3817153
27741,39817,+30.9435252,-084.6020034
27742,27529,+35.6558018,-078.5864930
27743,39819,+30.7807557,-084.6411958
27744,27530,+35.3811744,-078.0625140
27745,27531,+35.3429937,-077.9644113
27746,39823,+31.3335682,-084.9470328
27747,39824,+31.4951634,-084.9250183
27748,39825,+30.9307673,-084.7407629
27749,39826,+31.8206339,-084.3488866
27750,39827,+30.9476146,-084.2103776
27751,27534,+35.3692725,-077.8868715
27752,27536,+36.3267306,-078.4091249
27753,39828,+30.8083455,-084.2240877
27754,39834,+30.8942780,-084.4311495
27755,39836,+31.6660074,-084.8686329
27756,27537,+36.3718013,-078.3978783
27757,39837,+31.1521038,-084.6777057
27758,27539,+35.6765368,-078.8134439
27759,39840,+31.7812998,-084.7641245
27760,27540,+35.6219835,-078.8630905
27761,39841,+31.2928663,-084.6850438
27762,27541,+36.2648617,-079.0832168
27763,27542,+35.6182928,-078.1368384
27764,27544,+36.1997300,-078.4465588
27765,39842,+31.7609490,-084.4374747
27766,27545,+35.7835000,-078.4781395
27767,39845,+30.9514499,-084.8927240
27768,27546,+35.3853173,-078.8621072
27769,39846,+31.5629727,-084.7458978
27770,39851,+31.6198309,-084.9925826
27771,39854,+31.8692184,-085.0525566
27772,39859,+30.9876384,-084.8127591
27773,27549,+36.1016627,-078.2322327
27774,39861,+31.1353502,-084.9872484
27775,27551,+36.4328431,-078.0501696
27776,27553,+36.4864980,-078.3027976
27777,39862,+31.4593711,-084.5173806
27778,24415,+37.9249995,-079.3170528
27779,24416,+37.7224969,-079.3608638
27780,24421,+38.2446500,-079.2451461
27781,24422,+37.8305044,-079.7595019
27782,24426,+37.7651331,-080.0838212
27783,24430,+38.0869587,-079.3557985
27784,24431,+38.1700357,-078.8428853
27785,24432,+38.1480625,-079.4433596
27786,24433,+38.4057017,-079.5107411
27787,24435,+37.8726397,-079.3019376
27788,24437,+38.2260686,-078.9392323
27789,24439,+37.9938063,-079.4893058
27790,24440,+37.9993571,-079.1654010
27791,24441,+38.2260666,-078.8248730
27792,24442,+38.3725299,-079.3846175
27793,24445,+37.9446279,-079.8987401
27794,24448,+37.7971102,-079.7885238
27795,24450,+37.7789930,-079.5265781
27796,24457,+37.7636324,-079.9430784
27797,24458,+38.3157471,-079.5274724
27798,24459,+38.0170240,-079.2983723
27799,24460,+38.0198801,-079.6564591
27800,24464,+37.8749722,-079.0940708
27801,24465,+38.3845648,-079.6477583
27802,24467,+38.2549938,-078.9713278
27803,24471,+38.3132097,-078.7841797
27804,24472,+37.9411573,-079.2085679
27805,67037,+37.5718316,-097.2172351
27806,67038,+37.1017901,-096.7238430
27807,67039,+37.5276683,-096.9742899
27808,67041,+38.0539752,-097.1299513
27809,67042,+37.8572635,-096.7807180
27810,67045,+37.8661454,-096.3452825
27811,67047,+37.6318461,-096.0729352
27812,15560,+40.0165581,-078.9071390
27813,15561,+40.0955992,-079.0876716
27814,15562,+39.7395328,-079.1345564
27815,15563,+40.0975750,-078.9289203
27816,15564,+39.7299930,-078.8377739
27817,15601,+40.3149811,-079.5348032
27818,15610,+40.1469560,-079.4172010
27819,15611,+40.3065150,-079.6526398
27820,15612,+40.1373467,-079.5997168
27821,15613,+40.5465771,-079.5616629
27822,15615,+40.3653084,-079.7341559
27823,15616,+40.2271810,-079.5619528
27824,15617,+40.2681820,-079.6553729
27825,15618,+40.5710258,-079.4398689
27826,17961,+40.6496987,-076.0609491
27827,17963,+40.5615768,-076.3820167
27828,17964,+40.7029543,-076.5145150
27829,17965,+40.6986062,-076.1652811
27830,17967,+40.8562541,-076.2162677
27831,17968,+40.6386787,-076.6122999
27832,17970,+40.7202061,-076.1919495
27833,17972,+40.5921654,-076.2057904
27834,17974,+40.6957002,-076.2362673
27835,17976,+40.8198668,-076.2106061
27836,17978,+40.6254479,-076.6149633
27837,17979,+40.5615852,-076.1997018
27838,17980,+40.5186839,-076.6445593
27839,17981,+40.6341924,-076.3894569
27840,17982,+40.7859320,-076.0213090
27841,17983,+40.6426225,-076.5471655
27842,17985,+40.9123025,-076.2166475
27843,18011,+40.4770128,-075.6461290
27844,18013,+40.8487620,-075.1772932
27845,18014,+40.7644314,-075.4092209
27846,18015,+40.5858686,-075.3672386
27847,18016,+40.6323324,-075.3930936
27848,83874,+47.6431529,-115.8049852
27849,98843,+47.7571617,-120.0575857
27850,83876,+47.4574700,-116.9305605
27851,89832,+41.9764894,-116.1583556
27852,97910,+42.7490758,-117.5114594
27853,97913,+43.6135894,-117.3232858
27854,57544,+43.9452571,-099.9092344
27855,57547,+43.4895986,-101.4236925
27856,57548,+44.0880650,-099.7200540
27857,57551,+43.1772324,-101.7114009
27858,57552,+44.2829819,-101.1999100
27859,57553,+44.4745941,-101.6455881
27860,57555,+43.2432869,-100.6108124
27861,57559,+43.9362091,-100.7234792
27862,57560,+43.4392268,-101.1909329
27863,57562,+43.8873866,-100.9549861
27864,57563,+43.3653846,-100.3655143
27865,57564,+44.7296085,-099.9896616
27866,57566,+43.3235017,-101.0909501
27867,57567,+44.1242550,-101.7400913
27868,57568,+43.8855799,-100.0745353
27869,57569,+43.8564470,-099.5728536
27870,63622,+37.7909922,-090.9074306
27871,58244,+48.1440672,-097.6116930
27872,63623,+37.6850549,-090.8825901
27873,63624,+37.7556350,-090.6339448
27874,63625,+37.5548797,-090.9717485
27875,63626,+38.0699834,-090.6865295
27876,58249,+48.8227963,-098.3267948
27877,32403,+30.0485617,-085.5532308
27878,32404,+30.2046458,-085.5017465
27879,32405,+30.2020989,-085.6674069
27880,32407,+30.1983245,-085.7906942
27881,32408,+30.1421851,-085.7326784
27882,32409,+30.3567621,-085.6536896
27883,32410,+29.9951868,-085.4142228
27884,32413,+30.3103003,-085.9053139
27885,32420,+30.6323650,-085.3845702
27886,32421,+30.5253569,-085.1727740
27887,32423,+30.9437771,-085.0489094
27888,32424,+30.3623850,-085.0830603
27889,32425,+30.8531835,-085.7204915
27890,32426,+30.9468861,-085.3704134
27891,32427,+30.7104869,-085.7923094
27892,32428,+30.6157500,-085.5729446
27893,32430,+30.4183614,-085.2340826
27894,32431,+30.7874821,-085.4108159
27895,32432,+30.7148715,-085.0775715
27896,32433,+30.8511781,-086.2008377
27897,32435,+30.6486346,-086.1301969
27898,32437,+30.4362479,-085.9092209
27899,32438,+30.5012350,-085.4241743
27900,32439,+30.4852936,-086.1213356
27901,32440,+30.9224256,-085.5261904
27902,32442,+30.6784475,-085.0164000
27903,32443,+30.8725211,-085.1094200
27904,32444,+30.2399445,-085.6515996
27905,32445,+30.9705200,-085.1973382
27906,73079,+35.2109341,-098.0120006
27907,73080,+34.9949003,-097.4798732
27908,71852,+33.9976812,-093.8555535
27909,71853,+33.5937993,-093.9380349
27910,73082,+34.7761967,-097.9021097
27911,73084,+35.5258598,-097.3443670
27912,71854,+33.4514147,-093.8818290
27913,73086,+34.4729632,-096.9707931
27914,71855,+33.8651530,-093.7513350
27915,73089,+35.2686226,-097.7928554
27916,73090,+35.3989038,-097.9484063
27917,71857,+33.8014793,-093.3376539
27918,73092,+35.1238865,-098.1000160
27919,71858,+33.5851244,-093.2637495
27920,71859,+33.7444392,-093.9101858
27921,73093,+35.1097875,-097.4866974
27922,73095,+34.8985588,-097.2961417
27923,71860,+33.2902193,-093.4896636
27924,71861,+33.1006726,-093.4999524
27925,71862,+33.7796528,-093.7280542
27926,71865,+33.7411618,-094.1499274
27927,71866,+33.8774972,-094.4064843
27928,73096,+35.5140523,-098.7409927
27929,73097,+35.4004911,-097.6447887
27930,73098,+34.6283090,-097.1617611
27931,71901,+34.5264499,-092.9740700
27932,73099,+35.5273691,-097.7825103
27933,07977,+40.7051933,-074.6700801
27934,07979,+40.7006438,-074.7301181
27935,07980,+40.6804228,-074.4889152
27936,07981,+40.8203835,-074.4224180
27937,08001,+39.5478801,-075.3463843
27938,21224,+39.2748602,-076.5428334
27939,08002,+39.9319779,-075.0275573
27940,21225,+39.2261173,-076.6157349
27941,08003,+39.8827029,-074.9720358
27942,21226,+39.2088881,-076.5629259
27943,08004,+39.7647473,-074.8706261
27944,08005,+39.7677266,-074.3125878
27945,08006,+39.7539073,-074.1051552
27946,08007,+39.8657903,-075.0537454
27947,21227,+39.2399698,-076.6794498
27948,21228,+39.2728571,-076.7477405
27949,08008,+39.5425990,-074.2981735
27950,08009,+39.7606563,-074.9328602
27951,08010,+40.0535060,-074.9184380
27952,08011,+39.9727669,-074.7129269
27953,21229,+39.2842394,-076.6914035
27954,08012,+39.7838154,-075.0560675
27955,08014,+39.8159061,-075.3483349
27956,21230,+39.2661273,-076.6238067
27957,21231,+39.2872004,-076.5919534
27958,08015,+39.9315356,-074.5437201
27959,08016,+40.0695214,-074.8241957
27960,21234,+39.3934171,-076.5342276
27961,08019,+39.7772950,-074.5342176
27962,93650,+36.8408121,-119.7998025
27963,93651,+37.0023881,-119.5148581
27964,93652,+36.5950119,-119.9045766
27965,93653,+37.2483354,-119.9449351
27966,93654,+36.6587089,-119.4012740
27967,93656,+36.4509441,-119.9368187
27968,93657,+36.8177911,-119.4576018
27969,93660,+36.5854455,-120.1738970
27970,93662,+36.5365732,-119.6386513
27971,93664,+37.1293639,-119.2195625
27972,93665,+36.9601084,-120.6480605
27973,93666,+36.5470671,-119.3356406
27974,93667,+36.9515412,-119.3332118
27975,93668,+36.6502750,-120.2840846
27976,93669,+37.2905635,-119.5484060
27977,93673,+36.4526969,-119.4823432
27978,93675,+36.7247235,-119.1927785
27979,93701,+36.7496625,-119.7876807
27980,93702,+36.7391770,-119.7539387
27981,93703,+36.7688592,-119.7623950
27982,93704,+36.7984965,-119.8009219
27983,93705,+36.7872970,-119.8273214
27984,93706,+36.6561227,-119.9205843
27985,93710,+36.8211789,-119.7601033
27986,93711,+36.8344120,-119.8332694
27987,14732,+42.2318624,-079.1164139
27988,14733,+42.1601221,-079.1721988
27989,14735,+42.4526900,-078.0961691
27990,14736,+42.1408452,-079.7461083
27991,14737,+42.3290501,-078.4286113
27992,14738,+42.0550061,-079.0845414
27993,14739,+42.1926036,-078.1462953
27994,14740,+42.2232030,-079.1814352
27995,14741,+42.2199660,-078.6116240
27996,14742,+42.1201229,-079.3068391
27997,14743,+42.2118707,-078.3960090
27998,14744,+42.4281004,-078.2066542
27999,14747,+42.1537154,-079.0945179
28000,14748,+42.1571058,-078.6430738
28001,14750,+42.0797663,-079.3292444
28002,14752,+42.3517275,-079.3198568
28003,14753,+42.0360321,-078.6643716
28004,14754,+42.0219077,-078.2015690
28005,14755,+42.2337560,-078.8045962
28006,14756,+42.1980388,-079.4212737
28007,14757,+42.2376789,-079.5047092
28008,14760,+42.0744381,-078.4133935
28009,14767,+42.0573522,-079.5141350
28010,14769,+42.3679310,-079.4723168
28011,14770,+42.0379290,-078.3002964
28012,66419,+39.3606793,-095.5988819
28013,66422,+39.3362943,-096.0855163
28014,66423,+38.7960271,-096.3180813
28015,66424,+39.6746892,-095.4040633
28016,66425,+39.8161454,-095.7383904
28017,66427,+39.6612828,-096.4388291
28018,66428,+39.6761155,-095.9313590
28019,66429,+39.0937697,-095.5341863
28020,66431,+38.8068071,-096.0043265
28021,66432,+39.4897627,-096.0667161
28022,66434,+39.8630399,-095.5548035
28023,66436,+39.4677145,-095.6919992
28024,73844,+36.8709632,-100.1422144
28025,88120,+34.8362393,-103.7747338
28026,88121,+34.7146408,-103.9806487
28027,73848,+36.6608877,-100.0124583
28028,73851,+36.5914120,-099.8065251
28029,88124,+34.5361742,-103.6518302
28030,88125,+33.7058610,-103.2254184
28031,88126,+33.8112665,-103.3720193
28032,73852,+36.4792603,-099.1201039
28033,73853,+36.2415632,-099.1473649
28034,73855,+36.9178762,-099.8677398
28035,73857,+36.2708091,-099.3327342
28036,73858,+36.1791726,-099.9215313
28037,73859,+36.1264147,-099.2996403
28038,88130,+34.1291773,-103.2994160
28039,88132,+33.9073427,-103.1668131
28040,88134,+34.3230931,-104.0187151
28041,73860,+36.5425266,-098.8428589
28042,73901,+36.7400552,-101.0172250
28043,88135,+34.5863932,-103.0996108
28044,73931,+36.6086975,-100.7979814
28045,88136,+34.4633647,-104.7406423
28046,73932,+36.7069198,-100.4924723
28047,73933,+36.7408580,-102.5797370
28048,73937,+36.5548969,-102.7959095
28049,00936,+18.3954625,-066.0737725
28050,00949,+18.4306955,-066.2128334
28051,00950,+18.4596990,-066.2331007
28052,00951,+18.4275297,-066.2537892
28053,00952,+18.4274481,-066.1820265
28054,00953,+18.3607287,-066.2515270
28055,00956,+18.3211371,-066.1704194
28056,00957,+18.3683709,-066.1877998
28057,00959,+18.3857846,-066.1556544
28058,00960,+18.4166411,-066.1445552
28059,00961,+18.4133065,-066.1646828
28060,00962,+18.4446135,-066.1488190
28061,00965,+18.4337568,-066.1147520
28062,00966,+18.4015207,-066.1175970
28063,00968,+18.4060847,-066.1012324
28064,00969,+18.3680620,-066.1080617
28065,00971,+18.3188842,-066.1191900
28066,00976,+18.3361798,-065.9941009
28067,00979,+18.4443937,-066.0300352
28068,00982,+18.4112610,-065.9920452
28069,16054,+41.1535356,-079.6630095
28070,16055,+40.7168592,-079.7497171
28071,16056,+40.7284029,-079.8418118
28072,16057,+41.0340737,-080.0603005
28073,16059,+40.7070819,-079.9270878
28074,16061,+41.0051330,-079.8846970
28075,16063,+40.7623149,-080.1229004
28076,08554,+40.1172172,-074.7778437
28077,08555,+40.2182862,-074.4707920
28078,08558,+40.4134107,-074.7037448
28079,08559,+40.4292240,-074.9790644
28080,08560,+40.3157295,-074.8572786
28081,08561,+40.2512055,-074.5813922
28082,08562,+40.0619567,-074.5918776
28083,08608,+40.2192974,-074.7677696
28084,08609,+40.2257466,-074.7409055
28085,08610,+40.1911743,-074.7166027
28086,08611,+40.1836150,-074.7403187
28087,08618,+40.2493401,-074.7899681
28088,08619,+40.2423005,-074.6964078
28089,08620,+40.1700478,-074.6512784
28090,08628,+40.2644177,-074.8270466
28091,08629,+40.2206686,-074.7312011
28092,08638,+40.2540183,-074.7633845
28093,08640,+40.0044157,-074.5912691
28094,08641,+40.0203420,-074.5902378
28095,08648,+40.2844905,-074.7174868
28096,08690,+40.2245049,-074.6602794
28097,08691,+40.2087305,-074.5920965
28098,08701,+40.0770685,-074.1985101
28099,27555,+35.5624369,-078.2042340
28100,27556,+36.4083179,-078.3148325
28101,39866,+31.5594841,-084.5943974
28102,39867,+31.8284161,-084.9278931
28103,27557,+35.7791351,-078.1985117
28104,27559,+35.6282135,-079.1028180
28105,39870,+31.3220283,-084.4141372
28106,39877,+31.9151594,-084.5115759
28107,39885,+31.7174379,-084.3510664
28108,39886,+31.7457361,-084.6215149
28109,27560,+35.8578746,-078.8276585
28110,27562,+35.6404307,-078.9900174
28111,39897,+30.9112051,-084.3298128
28112,27563,+36.4157095,-078.2293878
28113,27565,+36.3616505,-078.6489525
28114,27568,+35.5101241,-078.2450994
28115,27569,+35.4290655,-078.1827489
28116,27571,+35.9194904,-078.4580363
28117,27572,+36.2551055,-078.8774940
28118,27573,+36.3965971,-078.9760992
28119,27574,+36.3524288,-078.8745918
28120,27576,+35.5775242,-078.2613111
28121,27577,+35.4898301,-078.3328108
28122,27581,+36.1996082,-078.7289852
28123,27582,+36.4673241,-078.5765877
28124,67049,+37.1774395,-097.8463618
28125,67050,+37.6745365,-097.6774235
28126,67051,+37.0893018,-097.1965653
28127,67052,+37.6577095,-097.5755856
28128,67053,+38.2467403,-097.3464120
28129,67054,+37.5750397,-099.3160718
28130,67055,+37.7899030,-097.1977120
28131,67056,+38.0219547,-097.5254191
28132,67057,+37.0705405,-098.7800834
28133,67058,+37.3179162,-098.0613519
28134,67059,+37.6369435,-099.0972741
28135,67060,+37.5429732,-097.3636984
28136,67061,+37.0928036,-098.3817796
28137,67062,+38.1451873,-097.4371035
28138,67063,+38.3407350,-097.2337492
28139,67065,+37.4649249,-098.5162035
28140,67066,+37.7699967,-098.7668949
28141,18017,+40.6599574,-075.3873057
28142,18018,+40.6275945,-075.3955839
28143,18020,+40.6723854,-075.3274591
28144,18030,+40.8022629,-075.6637198
28145,18031,+40.5520844,-075.6486743
28146,18032,+40.6561915,-075.4677884
28147,18034,+40.5463534,-075.4152784
28148,18035,+40.7452561,-075.5386136
28149,18036,+40.5088785,-075.3860045
28150,18037,+40.6831324,-075.5479575
28151,18038,+40.7948418,-075.4862239
28152,18040,+40.7459411,-075.2256670
28153,18041,+40.4204036,-075.5097195
28154,18042,+40.6541755,-075.2231237
28155,18045,+40.6934771,-075.2731023
28156,18046,+40.5480089,-075.5603460
28157,18049,+40.5157322,-075.4892905
28158,18051,+40.5956042,-075.6669191
28159,18052,+40.6574280,-075.5042549
28160,18053,+40.7192299,-075.7041173
28161,18054,+40.3523695,-075.4387361
28162,18055,+40.5915826,-075.3043531
28163,18056,+40.4509419,-075.5503893
28164,18058,+40.8887387,-075.4942900
28165,18059,+40.7235063,-075.5430808
28166,18062,+40.5039545,-075.5851787
28167,18063,+40.7825991,-075.1671514
28168,63627,+38.0528583,-090.2674043
28169,58250,+48.2671948,-098.0008539
28170,58251,+47.9543542,-097.6998843
28171,58254,+47.7740075,-098.1500001
28172,63628,+37.9457923,-090.5246328
28173,58256,+48.0840376,-097.2002141
28174,63629,+37.4086440,-091.2368438
28175,58257,+47.4972964,-097.2818306
28176,58258,+48.0153825,-097.3519179
28177,63630,+38.0279335,-090.7193507
28178,63631,+37.7545706,-090.7880370
28179,58259,+48.0257046,-098.1279097
28180,58260,+48.6375884,-098.0247873
28181,63633,+37.4425840,-091.0201355
28182,63636,+37.2936415,-090.5755336
28183,63637,+37.7122860,-090.5183462
28184,58261,+48.2448949,-097.3127620
28185,58262,+48.6821824,-097.8763452
28186,58265,+48.9560850,-097.6121431
28187,58266,+48.0009387,-097.8499750
28188,63638,+37.2148576,-091.0191148
28189,58267,+47.7510884,-097.6383090
28190,58269,+48.6961817,-098.1768649
28191,58270,+48.3935455,-097.7833519
28192,63640,+37.7546741,-090.3805617
28193,58271,+48.9128946,-097.2896938
28194,58272,+48.0162629,-097.9818334
28195,58273,+48.2960998,-097.6685461
28196,58274,+47.4918962,-097.4885485
28197,58275,+47.6793739,-097.1211385
28198,63645,+37.5367492,-090.3387845
28199,58276,+48.6380837,-097.4603501
28200,63648,+37.8251088,-090.6956416
28201,58277,+47.6083808,-097.8233103
28202,32446,+30.8481701,-085.2313678
28203,32447,+30.7599504,-085.2515740
28204,32448,+30.6710116,-085.2233120
28205,32449,+30.2867179,-085.2395985
28206,32455,+30.6386255,-085.9627010
28207,32456,+29.8390532,-085.2975187
28208,32459,+30.3605770,-086.1855912
28209,32460,+30.7640890,-084.9542335
28210,32461,+30.2896979,-086.0275981
28211,32462,+30.5542000,-085.8333985
28212,32463,+30.6314133,-085.5902752
28213,32464,+30.9028792,-085.9525591
28214,32465,+30.0078680,-085.1818887
28215,32466,+30.3943876,-085.5123717
28216,32501,+30.4287809,-087.2225155
28217,32502,+30.4093672,-087.2235064
28218,32503,+30.4596673,-087.2136432
28219,32504,+30.4724859,-087.1866734
28220,32505,+30.4546236,-087.2606497
28221,32506,+30.3916283,-087.3693937
28222,32507,+30.3383109,-087.3785000
28223,32508,+30.3506144,-087.3169020
28224,32509,+30.4685366,-087.3426886
28225,32511,+30.4060555,-087.2916961
28226,32514,+30.5313592,-087.2217095
28227,32526,+30.4992256,-087.3655734
28228,32530,+30.5982389,-087.0303606
28229,73102,+35.4707488,-097.5190006
28230,73103,+35.4890731,-097.5189088
28231,73104,+35.4752319,-097.5039184
28232,71909,+34.6440745,-092.9973240
28233,73105,+35.5200318,-097.5012538
28234,73106,+35.4819726,-097.5368114
28235,73107,+35.4815991,-097.5756027
28236,73108,+35.4500165,-097.5676861
28237,71913,+34.4491901,-093.0942804
28238,73109,+35.4330583,-097.5245472
28239,71921,+34.2436539,-093.3909094
28240,71922,+34.0232074,-093.4132971
28241,73110,+35.4611809,-097.3976417
28242,73111,+35.5194959,-097.4774217
28243,71923,+34.0850887,-093.0452704
28244,73112,+35.5181699,-097.5754228
28245,71929,+34.3037369,-093.1595562
28246,71933,+34.4078926,-093.6141295
28247,73114,+35.5781315,-097.5176348
28248,71935,+34.3949675,-093.7513243
28249,71937,+34.3993658,-094.3903036
28250,73115,+35.4423394,-097.4415267
28251,71940,+34.0233505,-093.5204150
28252,73116,+35.5467014,-097.5645923
28253,71941,+34.2472104,-092.9487688
28254,73117,+35.4748625,-097.4625023
28255,51461,+42.1760548,-095.4853601
28256,51462,+42.0143775,-094.5565218
28257,51463,+41.9074660,-094.9127331
28258,51465,+42.0913745,-095.2048486
28259,51466,+42.2571682,-095.1067321
28260,51467,+42.0726604,-095.1179952
28261,51501,+41.2272769,-095.8784389
28262,51503,+41.2232199,-095.7844809
28263,51510,+41.2885335,-095.9168723
28264,51520,+41.9695418,-095.4614320
28265,51521,+41.4854995,-095.3446797
